time	V(vout)	V(n003)
9.000019117630121e-005	4.649581e+000	9.558815e-001
9.000019235864445e-005	4.649580e+000	9.617932e-001
9.000019395351913e-005	4.649579e+000	9.697676e-001
9.000019585340045e-005	4.649577e+000	9.792670e-001
9.000019784095599e-005	4.649575e+000	9.892048e-001
9.000020621729788e-005	4.649567e+000	1.031086e+000
9.000100000000001e-005	4.648829e+000	5.000000e+000
9.003584877812630e-005	4.617156e+000	5.000000e+000
9.007069755625260e-005	4.586341e+000	5.000000e+000
9.010554633437889e-005	4.556382e+000	5.000000e+000
9.014039511250517e-005	4.527281e+000	5.000000e+000
9.017524389063147e-005	4.499038e+000	5.000000e+000
9.021009266875776e-005	4.471651e+000	5.000000e+000
9.024494144688406e-005	4.445122e+000	5.000000e+000
9.044025394688406e-005	4.310983e+000	5.000000e+000
9.073322269688407e-005	4.159107e+000	5.000000e+000
9.092853519688408e-005	4.089830e+000	5.000000e+000
9.112384769688408e-005	4.045305e+000	5.000000e+000
9.122150394688409e-005	4.032083e+000	5.000000e+000
9.131916019688409e-005	4.024751e+000	5.000000e+000
9.141681644688409e-005	4.023201e+000	5.000000e+000
9.151447269688410e-005	4.027325e+000	5.000000e+000
9.161212894688410e-005	4.037007e+000	5.000000e+000
9.170978519688410e-005	4.052131e+000	5.000000e+000
9.180744144688410e-005	4.072578e+000	5.000000e+000
9.200275394688411e-005	4.128948e+000	5.000000e+000
9.219806644688412e-005	4.205110e+000	5.000000e+000
9.239337894688412e-005	4.300019e+000	5.000000e+000
9.268634769688413e-005	4.475179e+000	5.000000e+000
9.297931644688414e-005	4.686377e+000	5.000000e+000
9.327228519688415e-005	4.929802e+000	5.000000e+000
9.356525394688415e-005	5.201592e+000	5.000000e+000
9.385822269688416e-005	5.497867e+000	5.000000e+000
9.415119144688417e-005	5.814765e+000	5.000000e+000
9.427259285868957e-005	5.951987e+000	5.002315e+000
9.439399427049496e-005	6.091127e+000	5.003541e+000
9.451539568230036e-005	6.232186e+000	5.003680e+000
9.463679709410576e-005	6.375164e+000	5.002730e+000
9.475819850591116e-005	6.520060e+000	5.000692e+000
9.487959991771655e-005	6.666875e+000	4.997566e+000
9.500100132952195e-005	6.815609e+000	4.993352e+000
9.500175059117432e-005	6.816528e+000	1.247044e+000
9.500179049658642e-005	6.816577e+000	1.047517e+000
9.500180047293945e-005	6.816589e+000	9.976353e-001
9.500180296702770e-005	6.816592e+000	9.851649e-001
9.500180359054977e-005	6.816593e+000	9.820473e-001
9.500180483759390e-005	6.816595e+000	9.758120e-001
9.500180733168216e-005	6.816597e+000	9.633416e-001
9.500181231985867e-005	6.816604e+000	9.384007e-001
9.500182229621169e-005	6.816616e+000	8.885189e-001
9.500184224891775e-005	6.816640e+000	7.887554e-001
9.500200000000001e-005	6.816834e+000	0.000000e+000
9.516946961390233e-005	7.007118e+000	0.000000e+000
9.533693922780466e-005	7.173049e+000	0.000000e+000
9.550440884170698e-005	7.314626e+000	0.000000e+000
9.567187845560931e-005	7.431849e+000	0.000000e+000
9.583934806951162e-005	7.524718e+000	0.000000e+000
9.600681768341396e-005	7.593234e+000	0.000000e+000
9.617428729731627e-005	7.637395e+000	0.000000e+000
9.627194354731628e-005	7.653250e+000	0.000000e+000
9.636959979731628e-005	7.661560e+000	0.000000e+000
9.646725604731628e-005	7.662462e+000	0.000000e+000
9.656491229731628e-005	7.656099e+000	0.000000e+000
9.666256854731629e-005	7.642618e+000	0.000000e+000
9.676022479731629e-005	7.622169e+000	0.000000e+000
9.685788104731629e-005	7.594907e+000	0.000000e+000
9.705319354731630e-005	7.520576e+000	0.000000e+000
9.724850604731630e-005	7.420923e+000	0.000000e+000
9.744381854731631e-005	7.297293e+000	0.000000e+000
9.773678729731632e-005	7.069920e+000	0.000000e+000
9.802975604731633e-005	6.796503e+000	0.000000e+000
9.822506854731633e-005	6.591062e+000	0.000000e+000
9.832272479731633e-005	6.481942e+000	0.000000e+000
9.842038104731634e-005	6.368803e+000	0.000000e+000
9.851803729731634e-005	6.252468e+000	0.000000e+000
9.855864157587564e-005	6.202988e+000	0.000000e+000
9.857114759537914e-005	6.187547e+000	0.000000e+000
9.857114858478616e-005	6.187546e+000	0.000000e+000
9.857114910298119e-005	6.187545e+000	0.000000e+000
9.857114947595409e-005	6.187544e+000	0.000000e+000
9.857115001497183e-005	6.187544e+000	0.000000e+000
9.857115033283969e-005	6.187543e+000	0.000000e+000
9.857115066958414e-005	6.187543e+000	0.000000e+000
9.857115105296352e-005	6.187542e+000	0.000000e+000
9.857115145452640e-005	6.187542e+000	0.000000e+000
9.857115184393484e-005	6.187541e+000	0.000000e+000
9.857115222787156e-005	6.187541e+000	0.000000e+000
9.857115298285127e-005	6.187540e+000	0.000000e+000
9.857115357838104e-005	6.187539e+000	0.000000e+000
9.857115417391081e-005	6.187539e+000	0.000000e+000
9.857115476944058e-005	6.187538e+000	0.000000e+000
9.857115536497036e-005	6.187537e+000	0.000000e+000
9.857115596050013e-005	6.187537e+000	0.000000e+000
9.857115655602990e-005	6.187536e+000	0.000000e+000
9.857115715155967e-005	6.187535e+000	0.000000e+000
9.877513470133687e-005	5.941430e+000	0.000000e+000
9.897911225111405e-005	5.704164e+000	0.000000e+000
9.918308980089124e-005	5.475738e+000	0.000000e+000
9.938706735066843e-005	5.256152e+000	0.000000e+000
9.959104490044563e-005	5.045406e+000	0.000000e+000
9.979502245022281e-005	4.843500e+000	0.000000e+000
9.999900000000000e-005	4.650434e+000	0.000000e+000
9.999939152278852e-005	4.650070e+000	0.000000e+000
1.000000000000000e-004	4.649504e+000	0.000000e+000
