time	V(vout)
2.576247687372491e-003	2.626731e-006
2.578171062458959e-003	1.795688e-006
2.580098821833795e-003	1.231679e-006
2.582033168411433e-003	8.488860e-007
2.583977066886193e-003	5.891087e-007
2.585935072473638e-003	4.128237e-007
2.587913629379706e-003	2.932247e-007
2.589922237431435e-003	2.121155e-007
2.591974436973376e-003	1.571578e-007
2.594089686368941e-003	1.199837e-007
2.598630180464562e-003	7.814012e-008
2.607060251589245e-003	5.529603e-008
3.000000000000000e-003	5.005000e-008
3.000000175000000e-003	5.005000e-008
3.000000177218752e-003	5.005000e-008
3.000000181656256e-003	5.005000e-008
3.000000181776181e-003	5.005001e-008
3.000000182016030e-003	5.005001e-008
3.000000182495730e-003	5.005001e-008
3.000000183426729e-003	5.005001e-008
3.000000184407337e-003	5.005003e-008
3.000000185327899e-003	5.005005e-008
3.000000186184230e-003	5.005009e-008
3.000000186994827e-003	5.005016e-008
3.000000187858414e-003	5.005029e-008
3.000000188642648e-003	5.005049e-008
3.000000189458339e-003	5.005085e-008
3.000000190269297e-003	5.005147e-008
3.000000191202655e-003	5.005267e-008
3.000000192387453e-003	5.005518e-008
3.000000193981473e-003	5.006055e-008
3.000000195878118e-003	5.006995e-008
3.000000197876558e-003	5.008407e-008
3.000000200912424e-003	5.011489e-008
